% Test data set generated from "nursery"
% 
% Space: 8640+ (66.7%)  4320- (33.3%)
% Test.: 1728+ (66.7%)  864- (33.3%)

@relation nursery

@attribute Parents {pretentious,greatpret,usual}
@attribute Hasnurs {critical,verycrit,lessproper,proper,improper}
@attribute Form {incomplete,foster,completed,complete}
@attribute Children {1,3,more,2}
@attribute Housing {critical,lessconv,convenient}
@attribute Finance {inconv,convenient}
@attribute Social {problematic,nonprob,slightlyprob}
@attribute Health {priority,notrecom,recommended}
@attribute Class {1,0}

@data
greatpret,critical,complete,3,lessconv,convenient,slightlyprob,recommended,1
usual,proper,complete,1,convenient,inconv,slightlyprob,recommended,1
pretentious,critical,completed,more,convenient,inconv,problematic,priority,1
usual,critical,complete,more,critical,convenient,problematic,priority,1
greatpret,proper,completed,more,convenient,convenient,problematic,recommended,1
pretentious,proper,foster,more,convenient,convenient,slightlyprob,recommended,1
pretentious,proper,foster,3,lessconv,convenient,nonprob,priority,1
usual,critical,foster,1,critical,convenient,slightlyprob,recommended,1
pretentious,improper,foster,more,lessconv,convenient,problematic,priority,1
pretentious,verycrit,incomplete,3,convenient,convenient,nonprob,priority,1
pretentious,improper,completed,2,lessconv,convenient,nonprob,recommended,1
greatpret,verycrit,complete,3,convenient,convenient,problematic,priority,1
usual,lessproper,completed,more,critical,convenient,problematic,priority,1
greatpret,lessproper,foster,1,convenient,inconv,slightlyprob,priority,1
pretentious,improper,incomplete,3,critical,convenient,nonprob,recommended,1
greatpret,lessproper,completed,more,lessconv,inconv,nonprob,priority,1
usual,lessproper,foster,3,convenient,inconv,nonprob,recommended,1
greatpret,lessproper,complete,2,convenient,inconv,nonprob,priority,1
greatpret,improper,foster,2,convenient,inconv,slightlyprob,priority,1
greatpret,improper,complete,1,lessconv,inconv,slightlyprob,priority,1
greatpret,proper,foster,1,critical,convenient,slightlyprob,priority,1
usual,lessproper,foster,1,convenient,inconv,slightlyprob,priority,1
greatpret,verycrit,complete,more,critical,inconv,nonprob,recommended,1
pretentious,verycrit,incomplete,1,lessconv,inconv,nonprob,recommended,1
pretentious,critical,foster,more,critical,inconv,problematic,priority,1
usual,critical,incomplete,more,lessconv,convenient,problematic,recommended,1
pretentious,verycrit,incomplete,1,lessconv,inconv,problematic,recommended,1
greatpret,critical,foster,3,convenient,convenient,nonprob,priority,1
greatpret,verycrit,foster,3,lessconv,inconv,nonprob,recommended,1
greatpret,improper,foster,2,critical,inconv,nonprob,recommended,1
greatpret,lessproper,complete,3,convenient,convenient,slightlyprob,recommended,1
pretentious,verycrit,complete,more,critical,inconv,slightlyprob,recommended,1
usual,improper,incomplete,3,lessconv,convenient,slightlyprob,priority,1
greatpret,improper,complete,2,convenient,convenient,problematic,priority,1
usual,critical,complete,3,critical,convenient,slightlyprob,priority,1
usual,improper,completed,3,convenient,convenient,nonprob,recommended,1
greatpret,verycrit,complete,3,convenient,convenient,nonprob,priority,1
pretentious,critical,completed,1,critical,convenient,slightlyprob,recommended,1
usual,proper,foster,2,critical,inconv,nonprob,priority,1
pretentious,verycrit,complete,3,lessconv,convenient,nonprob,priority,1
pretentious,improper,foster,1,critical,inconv,slightlyprob,priority,1
usual,critical,foster,1,convenient,inconv,nonprob,recommended,1
pretentious,proper,foster,3,lessconv,convenient,slightlyprob,priority,1
greatpret,verycrit,completed,more,lessconv,convenient,slightlyprob,recommended,1
usual,proper,complete,3,convenient,convenient,problematic,priority,1
greatpret,proper,complete,2,lessconv,convenient,slightlyprob,recommended,1
usual,proper,incomplete,2,critical,convenient,nonprob,priority,1
greatpret,proper,incomplete,1,critical,convenient,slightlyprob,priority,1
usual,verycrit,completed,2,lessconv,convenient,slightlyprob,recommended,1
greatpret,lessproper,foster,2,critical,convenient,slightlyprob,priority,1
usual,lessproper,complete,2,lessconv,convenient,slightlyprob,priority,1
usual,critical,complete,1,convenient,inconv,problematic,recommended,1
greatpret,verycrit,complete,1,convenient,inconv,slightlyprob,priority,1
pretentious,lessproper,completed,3,convenient,convenient,nonprob,recommended,1
pretentious,proper,foster,2,critical,inconv,problematic,priority,1
greatpret,improper,completed,more,lessconv,convenient,problematic,recommended,1
pretentious,verycrit,completed,1,convenient,inconv,nonprob,recommended,1
usual,improper,incomplete,3,critical,convenient,slightlyprob,recommended,1
greatpret,verycrit,complete,2,convenient,inconv,slightlyprob,priority,1
usual,verycrit,complete,3,convenient,convenient,slightlyprob,priority,1
greatpret,improper,completed,2,convenient,inconv,problematic,priority,1
pretentious,verycrit,foster,more,lessconv,inconv,nonprob,recommended,1
greatpret,verycrit,incomplete,2,lessconv,inconv,nonprob,priority,1
usual,verycrit,incomplete,1,convenient,inconv,slightlyprob,priority,1
usual,verycrit,completed,3,lessconv,inconv,problematic,recommended,1
pretentious,verycrit,foster,more,critical,convenient,slightlyprob,priority,1
pretentious,lessproper,foster,3,critical,inconv,nonprob,recommended,1
usual,verycrit,foster,2,critical,convenient,nonprob,priority,1
pretentious,improper,completed,1,lessconv,inconv,problematic,recommended,1
greatpret,improper,complete,2,critical,inconv,problematic,priority,1
usual,lessproper,incomplete,3,critical,inconv,nonprob,recommended,1
usual,lessproper,completed,3,convenient,convenient,nonprob,priority,1
greatpret,improper,completed,1,critical,convenient,nonprob,priority,1
pretentious,proper,completed,1,critical,inconv,nonprob,recommended,1
greatpret,proper,completed,2,lessconv,convenient,nonprob,recommended,1
pretentious,lessproper,foster,1,critical,convenient,problematic,priority,1
usual,improper,complete,1,convenient,convenient,nonprob,priority,1
greatpret,verycrit,complete,more,critical,inconv,problematic,recommended,1
pretentious,lessproper,complete,3,critical,inconv,problematic,priority,1
pretentious,proper,complete,more,lessconv,inconv,slightlyprob,recommended,1
greatpret,lessproper,incomplete,more,convenient,inconv,problematic,recommended,1
usual,proper,incomplete,2,convenient,inconv,slightlyprob,priority,1
pretentious,critical,foster,3,critical,inconv,slightlyprob,priority,1
greatpret,critical,incomplete,1,convenient,convenient,nonprob,priority,1
greatpret,critical,incomplete,2,critical,inconv,problematic,recommended,1
usual,verycrit,complete,1,critical,inconv,problematic,priority,1
greatpret,improper,foster,more,convenient,convenient,nonprob,recommended,1
pretentious,critical,complete,1,lessconv,inconv,slightlyprob,priority,1
greatpret,improper,foster,more,critical,inconv,nonprob,priority,1
greatpret,verycrit,incomplete,2,convenient,inconv,nonprob,recommended,1
pretentious,improper,complete,3,critical,inconv,slightlyprob,recommended,1
greatpret,proper,foster,3,convenient,inconv,problematic,priority,1
usual,proper,incomplete,3,convenient,inconv,slightlyprob,priority,1
greatpret,critical,completed,2,convenient,inconv,problematic,priority,1
greatpret,improper,foster,1,convenient,inconv,nonprob,priority,1
usual,improper,complete,3,convenient,convenient,slightlyprob,priority,1
pretentious,verycrit,completed,1,lessconv,convenient,nonprob,priority,1
greatpret,critical,complete,2,critical,inconv,problematic,priority,1
greatpret,improper,complete,2,convenient,convenient,nonprob,priority,1
greatpret,verycrit,complete,3,convenient,inconv,slightlyprob,recommended,1
pretentious,improper,foster,1,lessconv,inconv,problematic,priority,1
usual,lessproper,completed,2,critical,convenient,problematic,recommended,1
usual,lessproper,foster,3,critical,convenient,nonprob,priority,1
usual,lessproper,completed,2,lessconv,convenient,nonprob,priority,1
pretentious,improper,incomplete,3,convenient,convenient,slightlyprob,recommended,1
pretentious,proper,foster,1,convenient,convenient,nonprob,priority,1
greatpret,proper,completed,1,lessconv,inconv,slightlyprob,recommended,1
greatpret,proper,foster,3,critical,inconv,slightlyprob,priority,1
greatpret,proper,foster,more,critical,convenient,slightlyprob,recommended,1
greatpret,lessproper,incomplete,2,convenient,inconv,slightlyprob,priority,1
greatpret,critical,incomplete,2,lessconv,convenient,nonprob,priority,1
pretentious,critical,completed,1,lessconv,inconv,slightlyprob,priority,1
pretentious,improper,complete,2,lessconv,convenient,problematic,priority,1
pretentious,proper,complete,2,critical,convenient,nonprob,priority,1
pretentious,lessproper,foster,1,convenient,convenient,nonprob,recommended,1
greatpret,critical,completed,1,lessconv,inconv,slightlyprob,recommended,1
pretentious,improper,foster,2,lessconv,convenient,nonprob,recommended,1
pretentious,improper,foster,2,convenient,convenient,nonprob,recommended,1
pretentious,improper,completed,more,convenient,convenient,problematic,recommended,1
pretentious,proper,complete,3,convenient,inconv,nonprob,priority,1
greatpret,proper,complete,3,convenient,convenient,slightlyprob,recommended,1
greatpret,verycrit,complete,1,lessconv,convenient,nonprob,priority,1
greatpret,critical,completed,2,convenient,convenient,slightlyprob,priority,1
pretentious,proper,foster,2,critical,convenient,nonprob,recommended,1
usual,proper,complete,2,convenient,convenient,problematic,priority,1
usual,improper,incomplete,3,lessconv,convenient,nonprob,priority,1
usual,critical,complete,1,lessconv,convenient,nonprob,recommended,1
greatpret,proper,foster,2,convenient,convenient,nonprob,priority,1
greatpret,critical,foster,2,lessconv,inconv,nonprob,recommended,1
pretentious,critical,incomplete,1,critical,inconv,slightlyprob,priority,1
greatpret,proper,completed,1,critical,convenient,problematic,recommended,1
pretentious,lessproper,completed,more,convenient,convenient,problematic,recommended,1
pretentious,proper,incomplete,2,convenient,inconv,slightlyprob,recommended,1
pretentious,improper,foster,3,critical,inconv,nonprob,priority,1
usual,lessproper,complete,1,lessconv,convenient,slightlyprob,priority,1
pretentious,lessproper,incomplete,more,critical,inconv,slightlyprob,priority,1
greatpret,verycrit,foster,2,convenient,convenient,slightlyprob,recommended,1
greatpret,proper,complete,3,critical,convenient,problematic,recommended,1
usual,proper,incomplete,1,lessconv,inconv,problematic,recommended,1
greatpret,lessproper,completed,1,convenient,inconv,slightlyprob,priority,1
greatpret,verycrit,completed,3,lessconv,convenient,slightlyprob,recommended,1
usual,improper,incomplete,2,critical,inconv,problematic,priority,1
usual,proper,foster,2,convenient,inconv,problematic,recommended,1
pretentious,verycrit,incomplete,more,convenient,inconv,slightlyprob,priority,1
usual,critical,foster,more,lessconv,convenient,slightlyprob,priority,1
pretentious,verycrit,foster,1,convenient,inconv,nonprob,priority,1
greatpret,critical,foster,1,convenient,inconv,problematic,priority,1
usual,verycrit,incomplete,1,lessconv,inconv,slightlyprob,recommended,1
greatpret,lessproper,complete,1,lessconv,convenient,slightlyprob,priority,1
pretentious,lessproper,incomplete,1,lessconv,inconv,problematic,recommended,1
usual,lessproper,complete,3,convenient,convenient,nonprob,priority,1
usual,verycrit,foster,2,convenient,inconv,problematic,priority,1
pretentious,proper,foster,3,convenient,inconv,nonprob,priority,1
greatpret,improper,complete,2,convenient,inconv,nonprob,recommended,1
pretentious,critical,foster,more,lessconv,inconv,nonprob,priority,1
pretentious,proper,complete,1,critical,convenient,slightlyprob,recommended,1
greatpret,critical,incomplete,3,lessconv,convenient,problematic,recommended,1
pretentious,verycrit,foster,more,lessconv,inconv,slightlyprob,recommended,1
usual,verycrit,foster,more,critical,convenient,problematic,recommended,1
pretentious,improper,foster,2,lessconv,inconv,nonprob,recommended,1
greatpret,lessproper,foster,more,convenient,convenient,nonprob,recommended,1
pretentious,improper,complete,2,critical,convenient,problematic,recommended,1
usual,lessproper,complete,2,lessconv,inconv,problematic,priority,1
pretentious,critical,foster,more,lessconv,convenient,problematic,priority,1
usual,verycrit,complete,2,convenient,convenient,slightlyprob,recommended,1
usual,verycrit,incomplete,2,convenient,convenient,slightlyprob,priority,1
greatpret,critical,complete,3,convenient,convenient,problematic,priority,1
pretentious,improper,completed,2,convenient,convenient,problematic,recommended,1
usual,proper,complete,2,lessconv,convenient,nonprob,priority,1
usual,lessproper,completed,2,convenient,convenient,nonprob,recommended,1
pretentious,critical,complete,more,lessconv,inconv,slightlyprob,priority,1
greatpret,improper,completed,2,lessconv,inconv,problematic,recommended,1
usual,lessproper,complete,1,convenient,inconv,slightlyprob,priority,1
usual,verycrit,completed,1,critical,inconv,nonprob,recommended,1
pretentious,lessproper,complete,3,critical,inconv,nonprob,recommended,1
pretentious,lessproper,completed,1,convenient,convenient,nonprob,priority,1
greatpret,lessproper,complete,3,critical,inconv,problematic,priority,1
pretentious,improper,incomplete,1,critical,inconv,problematic,recommended,1
pretentious,critical,completed,2,lessconv,inconv,nonprob,priority,1
greatpret,proper,completed,3,critical,convenient,nonprob,priority,1
greatpret,critical,foster,1,lessconv,convenient,problematic,recommended,1
usual,improper,complete,3,critical,inconv,slightlyprob,recommended,1
usual,critical,incomplete,more,critical,inconv,nonprob,recommended,1
pretentious,proper,incomplete,1,critical,inconv,nonprob,recommended,1
usual,proper,incomplete,1,convenient,convenient,problematic,priority,1
usual,verycrit,completed,3,lessconv,inconv,nonprob,recommended,1
pretentious,improper,foster,1,critical,convenient,nonprob,recommended,1
greatpret,lessproper,foster,more,convenient,inconv,nonprob,priority,1
usual,improper,complete,1,lessconv,inconv,problematic,recommended,1
greatpret,verycrit,foster,2,lessconv,inconv,problematic,priority,1
